,,5refs,,,,2refs,,,,1refs,,,,gold,,,,6refs,,,,8refs,,,,7refs,,,,4refs,,,,3refs,
words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,1,0.9422084623323013,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,3,1,0.9790209790209792,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,2,0.9989703989703991,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,15,6,0.8530769230769231,ORDERED with align,2,2,0.9883831199620672,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,2,2,0.9883831199620672,ORDERED with align,2,2,0.9989703989703991,ORDERED with align,3,0,0.9999999999999999,ORDERED with align
2,0,1.0,ORDERED with align,2,1,0.9995967741935484,ORDERED with align,3,0,1.0,ORDERED with align,5,1,0.9955506117908787,ORDERED with align,2,0,1.0,ORDERED with align,2,1,0.9995967741935484,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,6,1,0.9674876847290638,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,1,0.9954887218045112,ORDERED with align,1,1,0.9954887218045112,ORDERED with align,3,0,1.0,ORDERED with align,10,2,0.2657342657342658,ORDERED with align,1,1,0.9954887218045112,ORDERED with align,1,1,0.9954887218045112,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,1,0.9954887218045112,ORDERED with align
0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,5,3,0.9480519480519479,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align
0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,1,0.8842105263157896,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,1,0.8842105263157896,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,1,0.8842105263157896,ORDERED with align,3,1,0.8842105263157896,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,12,7,-0.1961038961038961,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,7,4,0.7842105263157895,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,12,6,0.007352941176470588,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,5,1,0.9966120835686054,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,5,2,-0.5174825174825175,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,5,2,-0.18787878787878787,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,9,3,0.41208791208791207,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,13,3,0.9052631578947368,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999998,ORDERED with align
2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,5,1,-0.4303405572755417,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,3,0.6467532467532467,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,6,3,0.39999999999999997,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
3,1,0.9997425997425998,ORDERED with align,3,1,0.9997425997425998,ORDERED with align,3,1,0.9997425997425998,ORDERED with align,24,4,0.6214285714285712,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,3,1,0.9997425997425998,ORDERED with align,3,1,0.9997425997425998,ORDERED with align,3,1,0.9997425997425998,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
0,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,4,3,0.9377777777777777,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
0,0,1.0,ORDERED with align,0,1,0.9987012987012988,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
0,0,0.9999999999999998,ORDERED with align,0,0,0.9999999999999998,ORDERED with align,4,0,0.9999999999999999,ORDERED with align,8,6,0.7289666854884248,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999998,ORDERED with align,0,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align
2,1,0.8787878787878788,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,3,2,0.8909090909090909,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,3,2,0.8909090909090909,ORDERED with align,2,1,0.8787878787878788,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,1,0.8787878787878788,ORDERED with align
1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,1,0.9993894993894993,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,1,0.9790209790209792,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,1,0.9580419580419581,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,1,0.9930069930069931,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,2,0.9593450028232637,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,1,0.9984962406015038,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,8,1,0.9945054945054945,ORDERED with align,1,2,0.9969924812030074,ORDERED with align,1,1,0.9984962406015038,ORDERED with align,1,2,0.9969924812030074,ORDERED with align,1,2,0.9969924812030074,ORDERED with align,1,1,0.9984962406015038,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.990909090909091,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
0,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align
0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.8417582417582418,ORDERED with align,7,5,0.3098901098901099,ORDERED with align,2,0,1.0,ORDERED with align,3,1,0.8417582417582418,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,6,1,0.9868131868131869,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,7,1,0.863157894736842,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,28,8,0.5826086956521739,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,1,0.9931623931623932,ORDERED with align,4,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,1,0.9931623931623932,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,2,0.8626373626373625,ORDERED with align
2,0,1.0,ORDERED with align,3,1,0.9035087719298246,ORDERED with align,3,1,0.9035087719298246,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
6,0,0.9999999999999999,ORDERED with align,5,0,0.9999999999999999,ORDERED with align,6,0,0.9999999999999999,ORDERED with align,8,0,0.9999999999999999,ORDERED with align,6,0,0.9999999999999999,ORDERED with align,5,0,0.9999999999999999,ORDERED with align,5,0,0.9999999999999999,ORDERED with align,5,0,0.9999999999999999,ORDERED with align,6,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,7,1,0.9684210526315788,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,7,5,0.7123076923076922,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,4,2,0.9830769230769232,ORDERED with align,0,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,11,4,0.365330321852061,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,6,3,0.9203007518796992,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,1,0.9578947368421054,ORDERED with align,2,1,0.9578947368421054,ORDERED with align,2,1,0.9578947368421054,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,3,2,0.9333333333333332,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,4,3,0.9933756166314305,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,5,1,0.9945054945054945,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,9,4,0.9333709768492378,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,9,4,0.6924664602683178,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,6,1,0.5454545454545455,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,8,8,0.00930487137383689,ORDERED with align,2,1,0.9995550611790878,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,3,1,0.9979360165118679,ORDERED with align,3,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,5,2,0.8166666666666667,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,12,2,0.9977753058954394,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,9,1,0.9963369963369964,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,9,7,0.7673630717108978,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align
