,,4refs,,,,2refs,,,,8refs,,,,5refs,,,,3refs,,,,1refs,,,,gold,,,,7refs,,,,6refs,
words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by
3,0,1.0,ORDERED with align,3,1,0.990909090909091,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,1,0.9970588235294118,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,10,5,0.6225563909774435,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,6,1,0.9997425997425998,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,4,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,0,0.9999999999999999,ORDERED with align,2,1,0.9991304347826085,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,1,0.9558823529411766,ORDERED with align,3,1,0.9558823529411766,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,2,0.9794117647058824,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,0.9999999999999999,ORDERED with align,4,1,0.8420512820512819,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,4,1,0.9856410256410256,ORDERED with align,5,0,0.9999999999999999,ORDERED with align,3,2,0.8571428571428573,ORDERED with align,4,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align
4,1,0.900751879699248,ORDERED with align,4,1,0.900751879699248,ORDERED with align,4,1,0.900751879699248,ORDERED with align,4,1,0.900751879699248,ORDERED with align,4,1,0.900751879699248,ORDERED with align,2,0,1.0,ORDERED with align,4,1,0.9956043956043955,ORDERED with align,4,1,0.900751879699248,ORDERED with align,4,1,0.900751879699248,ORDERED with align
2,1,0.931372549019608,ORDERED with align,2,1,0.931372549019608,ORDERED with align,1,0,1.0,ORDERED with align,2,1,0.931372549019608,ORDERED with align,2,1,0.931372549019608,ORDERED with align,1,0,1.0,ORDERED with align,5,1,0.9393939393939393,ORDERED with align,2,1,0.931372549019608,ORDERED with align,2,1,0.931372549019608,ORDERED with align
1,2,0.989059829059829,ORDERED with align,2,2,0.9876923076923078,ORDERED with align,1,2,0.989059829059829,ORDERED with align,2,2,0.9876923076923078,ORDERED with align,3,0,1.0,ORDERED with align,2,2,0.9876923076923078,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,2,0.989059829059829,ORDERED with align
3,1,0.996103896103896,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,6,6,0.9142156862745098,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
3,1,0.9869565217391304,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,3,0,1.0,ORDERED with align,3,3,0.9822134387351777,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,3,1,0.9926470588235295,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,2,0.9731682146542827,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,1,0.9988706945228685,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,7,6,0.9627785680417258,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,7,2,0.9280788177339899,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,13,6,0.9145161290322581,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,4,1,0.8842105263157896,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
4,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,4,1,0.975369458128079,ORDERED with align,4,1,0.975369458128079,ORDERED with align,4,1,0.975369458128079,ORDERED with align,4,1,0.975369458128079,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,4,1,0.975369458128079,ORDERED with align,4,1,0.975369458128079,ORDERED with align
1,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,1,0.9966120835686054,ORDERED with align,5,1,0.9982456140350877,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,2,0.8988648090815273,ORDERED with align,2,2,0.8988648090815273,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,5,3,0.9607843137254902,ORDERED with align,2,2,0.8988648090815273,ORDERED with align,3,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,12,6,-0.021052631578947364,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,9,6,0.7605872388481084,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
3,0,0.9999999999999998,ORDERED with align,3,0,0.9999999999999998,ORDERED with align,3,1,0.9573070607553366,ORDERED with align,3,0,0.9999999999999998,ORDERED with align,3,1,0.9573070607553366,ORDERED with align,4,0,0.9999999999999998,ORDERED with align,2,0,1.0,ORDERED with align,4,0,0.9999999999999999,ORDERED with align,4,0,0.9999999999999999,ORDERED with align
2,2,0.9912424740010948,ORDERED with align,2,2,0.9912424740010948,ORDERED with align,2,2,0.9912424740010948,ORDERED with align,2,2,0.9912424740010948,ORDERED with align,2,2,0.9912424740010948,ORDERED with align,2,2,0.9912424740010948,ORDERED with align,1,0,1.0,ORDERED with align,2,2,0.9912424740010948,ORDERED with align,2,2,0.9912424740010948,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,6,5,0.936923076923077,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,4,0,0.9999999999999999,ORDERED with align,10,8,0.6844155844155844,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,10,9,0.437391304347826,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,1,0.985294117647059,ORDERED with align,3,1,0.9975490196078433,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,10,4,0.7230769230769231,ORDERED with align,3,1,0.9975490196078433,ORDERED with align,3,1,0.9975490196078433,ORDERED with align
2,1,0.8384615384615385,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,2,1,0.8223076923076923,ORDERED with align,2,1,0.8223076923076923,ORDERED with align,2,0,1.0,ORDERED with align,2,1,0.8223076923076923,ORDERED with align,2,0,1.0,ORDERED with align,2,1,0.9784615384615385,ORDERED with align,2,1,0.9784615384615385,ORDERED with align
2,1,0.9984962406015038,ORDERED with align,2,1,0.9984962406015038,ORDERED with align,2,1,0.9984962406015038,ORDERED with align,0,0,1.0,ORDERED with align,2,1,0.9984962406015038,ORDERED with align,1,0,1.0,ORDERED with align,4,5,-0.2571428571428572,ORDERED with align,0,0,1.0,ORDERED with align,2,1,0.9984962406015038,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
2,0,0.9999999999999998,ORDERED with align,3,1,0.9983579638752054,ORDERED with align,2,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999998,ORDERED with align,3,1,0.9983579638752054,ORDERED with align,2,0,1.0,ORDERED with align,6,1,0.9440559440559443,ORDERED with align,2,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999998,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
5,3,0.7142857142857144,ORDERED with align,4,2,0.8499999999999999,ORDERED with align,5,1,0.9642857142857145,ORDERED with align,5,1,0.9285714285714287,ORDERED with align,5,1,0.9642857142857145,ORDERED with align,2,2,0.8424242424242423,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,4,2,0.8499999999999999,ORDERED with align,3,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.8012987012987013,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
3,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999998,ORDERED with align,3,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999998,ORDERED with align,3,0,0.9999999999999998,ORDERED with align,1,0,1.0,ORDERED with align,3,0,0.9999999999999998,ORDERED with align,3,0,0.9999999999999998,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,6,2,0.9353383458646616,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
5,1,0.9501466275659823,ORDERED with align,5,1,0.9501466275659823,ORDERED with align,5,1,0.9501466275659823,ORDERED with align,6,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,5,1,0.9501466275659823,ORDERED with align,4,1,0.9988706945228685,ORDERED with align,5,1,0.9501466275659823,ORDERED with align,5,1,0.9501466275659823,ORDERED with align
4,1,0.9849624060150375,ORDERED with align,4,1,0.9849624060150375,ORDERED with align,4,1,0.9849624060150375,ORDERED with align,4,1,0.9849624060150375,ORDERED with align,2,1,0.9870129870129869,ORDERED with align,3,1,0.9870129870129869,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,4,1,0.9849624060150375,ORDERED with align,2,1,0.9870129870129869,ORDERED with align
7,1,0.9823529411764707,ORDERED with align,5,2,0.9855521155830752,ORDERED with align,4,2,0.9855521155830752,ORDERED with align,4,2,0.9855521155830752,ORDERED with align,5,2,0.9855521155830752,ORDERED with align,4,2,0.9855521155830752,ORDERED with align,4,2,0.7272727272727273,ORDERED with align,4,2,0.9855521155830752,ORDERED with align,5,2,0.9855521155830752,ORDERED with align
2,1,0.9897435897435896,ORDERED with align,3,1,0.9753846153846153,ORDERED with align,1,1,0.9979487179487179,ORDERED with align,2,1,0.9897435897435896,ORDERED with align,1,1,0.9979487179487179,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,1,1,0.9979487179487179,ORDERED with align,1,1,0.9979487179487179,ORDERED with align
3,2,0.8870694522868439,ORDERED with align,3,2,0.8870694522868439,ORDERED with align,3,2,0.8870694522868439,ORDERED with align,3,2,0.8870694522868439,ORDERED with align,0,0,1.0,ORDERED with align,3,2,0.8870694522868439,ORDERED with align,13,9,0.8831402831402831,ORDERED with align,3,2,0.8870694522868439,ORDERED with align,3,2,0.8870694522868439,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,1,0.9456521739130436,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
3,1,0.9736263736263736,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,3,1,0.9736263736263736,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.9736263736263736,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.9736263736263736,ORDERED with align,3,1,0.9736263736263736,ORDERED with align
1,0,0.9999999999999998,ORDERED with align,0,0,0.9999999999999998,ORDERED with align,0,0,0.9999999999999998,ORDERED with align,0,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,11,5,0.8962450592885376,ORDERED with align,0,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,4,0,1.0,ORDERED with align,5,1,0.9987012987012988,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align
0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,15,12,0.7243478260869565,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,2,0.9333333333333332,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,3,2,0.9731682146542827,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,6,2,0.8241758241758241,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,2,1,0.8531468531468532,ORDERED with align,5,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
7,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,7,1,0.9580419580419581,ORDERED with align,7,1,0.9975490196078433,ORDERED with align,7,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,2,0.9975579975579975,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,1,0.8962450592885376,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,0,1,0.9285714285714287,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,7,2,0.9779411764705883,ORDERED with align,0,1,0.9285714285714287,ORDERED with align,0,1,0.9285714285714287,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.8041958041958043,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,2,0.6573426573426573,ORDERED with align,3,2,0.6573426573426573,ORDERED with align,3,2,0.6573426573426573,ORDERED with align,3,2,0.6573426573426573,ORDERED with align,3,2,0.6573426573426573,ORDERED with align,3,0,1.0,ORDERED with align,7,4,0.7107142857142856,ORDERED with align,3,2,0.6573426573426573,ORDERED with align,3,2,0.6573426573426573,ORDERED with align
2,1,0.9970588235294118,ORDERED with align,3,1,0.9970588235294118,ORDERED with align,2,1,0.9970588235294118,ORDERED with align,2,1,0.9970588235294118,ORDERED with align,2,1,0.9970588235294118,ORDERED with align,2,1,0.9970588235294118,ORDERED with align,3,0,1.0,ORDERED with align,3,1,0.9911764705882352,ORDERED with align,3,1,0.9911764705882352,ORDERED with align
4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,4,1,0.8636363636363636,ORDERED with align,4,1,0.8636363636363636,ORDERED with align,4,1,0.8987012987012987,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,4,1,0.8987012987012987,ORDERED with align,4,1,0.8636363636363636,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,1,0.9790209790209792,ORDERED with align,0,1,0.9790209790209792,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,1,0.9790209790209792,ORDERED with align,2,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,6,2,0.9604395604395607,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,10,7,0.698616600790514,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
4,2,0.9873071452018819,ORDERED with align,4,2,0.9873071452018819,ORDERED with align,5,1,0.9784257942152679,ORDERED with align,4,1,0.9993434730276834,ORDERED with align,4,1,0.9993434730276834,ORDERED with align,5,1,0.9784257942152679,ORDERED with align,6,6,0.9641844258974153,ORDERED with align,4,0,1.0,ORDERED with align,4,2,0.9873071452018819,ORDERED with align
3,1,0.6373626373626374,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,17,6,0.7260869565217389,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,6,4,0.981270744428639,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
3,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,9,6,0.7391304347826088,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,6,4,-0.21078431372549022,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,1,0.9839822024471635,ORDERED with align,3,0,1.0,ORDERED with align,5,0,0.9999999999999998,ORDERED with align,3,0,1.0,ORDERED with align,3,1,0.9955506117908787,ORDERED with align,3,1,0.9955506117908787,ORDERED with align,5,1,0.9988706945228685,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
8,1,0.9954043111937849,ORDERED with align,6,1,0.9943319838056679,ORDERED with align,7,2,0.9937246963562752,ORDERED with align,8,1,0.9954043111937849,ORDERED with align,8,1,0.9954043111937849,ORDERED with align,6,1,0.9943319838056679,ORDERED with align,13,5,0.7389610389610389,ORDERED with align,7,2,0.9981781376518217,ORDERED with align,8,1,0.9954043111937849,ORDERED with align
6,2,0.989059829059829,ORDERED with align,6,2,0.989059829059829,ORDERED with align,6,2,0.989059829059829,ORDERED with align,6,2,0.989059829059829,ORDERED with align,6,2,0.989059829059829,ORDERED with align,6,2,0.989059829059829,ORDERED with align,5,1,0.9989002932551319,ORDERED with align,5,0,0.9999999999999999,ORDERED with align,6,2,0.989059829059829,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.9984962406015038,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,5,2,0.9333333333333332,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
