,,5refs,,,,1refs,,,,8refs,,,,2refs,,,,6refs,,,,3refs,,,,4refs,,,,gold,,,,7refs,
words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by
19,1,0.8999999999999998,ORDERED with align,19,1,0.8999999999999998,ORDERED with align,10,2,0.0,ORDERED with align,19,1,0.8999999999999998,ORDERED with align,18,1,0.8999999999999998,ORDERED with align,10,2,0.0,ORDERED with align,19,1,0.8999999999999998,ORDERED with align,0,0,1.0,ORDERED with align,18,1,0.8999999999999998,ORDERED with align
18,5,-0.11666666666666665,ORDERED with align,18,5,-0.11666666666666665,ORDERED with align,19,8,0.6526315789473683,ORDERED with align,18,5,-0.11666666666666665,ORDERED with align,18,5,-0.11666666666666665,ORDERED with align,19,8,0.6526315789473683,ORDERED with align,18,5,-0.11666666666666665,ORDERED with align,3,2,0.981424148606811,ORDERED with align,18,5,-0.11666666666666665,ORDERED with align
30,8,0.40389610389610386,ORDERED with align,30,8,0.40389610389610386,ORDERED with align,30,8,0.40389610389610386,ORDERED with align,30,8,0.40389610389610386,ORDERED with align,30,8,0.40389610389610386,ORDERED with align,30,8,0.40389610389610386,ORDERED with align,30,8,0.40389610389610386,ORDERED with align,14,6,0.9348659003831418,ORDERED with align,30,8,0.40389610389610386,ORDERED with align
18,7,0.6879120879120879,ORDERED with align,18,7,0.6879120879120879,ORDERED with align,18,7,0.6879120879120879,ORDERED with align,18,7,0.6879120879120879,ORDERED with align,18,7,0.6879120879120879,ORDERED with align,18,7,0.6879120879120879,ORDERED with align,18,7,0.6879120879120879,ORDERED with align,3,2,0.993984962406015,ORDERED with align,18,7,0.6879120879120879,ORDERED with align
9,3,0.4761904761904762,ORDERED with align,9,4,0.2380952380952381,ORDERED with align,9,3,0.4761904761904762,ORDERED with align,9,4,0.2380952380952381,ORDERED with align,9,3,0.4761904761904762,ORDERED with align,9,4,0.2380952380952381,ORDERED with align,9,3,0.4761904761904762,ORDERED with align,4,3,-1.0,ORDERED with align,9,3,0.4761904761904762,ORDERED with align
17,7,0.7181372549019608,ORDERED with align,17,7,0.7181372549019608,ORDERED with align,17,7,0.7181372549019608,ORDERED with align,19,7,0.13406593406593406,ORDERED with align,17,7,0.7181372549019608,ORDERED with align,17,7,0.7181372549019608,ORDERED with align,19,7,0.13406593406593406,ORDERED with align,6,2,-0.5549450549450549,ORDERED with align,17,7,0.7181372549019608,ORDERED with align
4,0,1.0,ORDERED with align,20,4,0.39560439560439564,ORDERED with align,4,0,1.0,ORDERED with align,22,8,-0.07739938080495357,ORDERED with align,4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,22,8,-0.07739938080495357,ORDERED with align,8,3,0.9264705882352943,ORDERED with align,4,0,1.0,ORDERED with align
15,5,-0.14285714285714288,ORDERED with align,14,3,0.7666666666666667,ORDERED with align,37,4,0.18333333333333335,ORDERED with align,15,5,-0.14285714285714288,ORDERED with align,15,5,-0.14285714285714288,ORDERED with align,37,4,0.18333333333333335,ORDERED with align,15,5,-0.14285714285714288,ORDERED with align,4,0,1.0,ORDERED with align,15,5,-0.14285714285714288,ORDERED with align
37,15,0.33856951871657753,ORDERED with align,39,7,0.24705882352941175,ORDERED with align,38,7,0.4175824175824176,ORDERED with align,35,4,0.4265734265734266,ORDERED with align,35,4,0.4265734265734266,ORDERED with align,38,7,0.4175824175824176,ORDERED with align,35,4,0.4265734265734266,ORDERED with align,27,0,1.0,ORDERED with align,37,15,0.33856951871657753,ORDERED with align
15,3,0.8666666666666667,ORDERED with align,34,5,0.22727272727272727,ORDERED with align,15,3,0.8666666666666667,ORDERED with align,34,5,0.22727272727272727,ORDERED with align,34,5,0.22727272727272727,ORDERED with align,15,3,0.8666666666666667,ORDERED with align,34,5,0.22727272727272727,ORDERED with align,6,3,0.7696969696969697,ORDERED with align,15,3,0.8666666666666667,ORDERED with align
21,2,-0.19999999999999998,ORDERED with align,19,6,0.3382352941176471,ORDERED with align,21,2,-0.19999999999999998,ORDERED with align,21,2,-0.19999999999999998,ORDERED with align,21,2,-0.19999999999999998,ORDERED with align,21,2,-0.19999999999999998,ORDERED with align,21,2,-0.19999999999999998,ORDERED with align,3,0,1.0,ORDERED with align,21,2,-0.19999999999999998,ORDERED with align
13,4,0.8111888111888113,ORDERED with align,20,5,0.38181818181818183,ORDERED with align,20,5,0.38181818181818183,ORDERED with align,20,5,0.38181818181818183,ORDERED with align,13,4,0.8111888111888113,ORDERED with align,13,4,0.8111888111888113,ORDERED with align,13,4,0.8111888111888113,ORDERED with align,0,0,1.0,ORDERED with align,20,5,0.38181818181818183,ORDERED with align
21,6,0.5208791208791209,ORDERED with align,15,3,0.6,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,21,6,0.5208791208791209,ORDERED with align,21,6,0.5208791208791209,ORDERED with align,21,6,0.5208791208791209,ORDERED with align,1,1,0.9911764705882352,ORDERED with align,1,0,1.0,ORDERED with align
12,3,0.7142857142857143,ORDERED with align,12,3,0.7142857142857143,ORDERED with align,8,3,-0.7714285714285715,ORDERED with align,12,3,0.7142857142857143,ORDERED with align,12,3,0.7142857142857143,ORDERED with align,12,3,0.7142857142857143,ORDERED with align,12,3,0.7142857142857143,ORDERED with align,2,0,1.0,ORDERED with align,12,3,0.4285714285714286,ORDERED with align
12,4,-0.2121212121212121,ORDERED with align,12,4,-0.2121212121212121,ORDERED with align,1,0,1.0,ORDERED with align,12,4,-0.2121212121212121,ORDERED with align,12,4,-0.2121212121212121,ORDERED with align,13,4,-0.2833333333333333,ORDERED with align,12,4,-0.2121212121212121,ORDERED with align,0,0,1.0,ORDERED with align,13,4,-0.2833333333333333,ORDERED with align
38,4,-0.3,ORDERED with align,38,4,-0.3,ORDERED with align,38,4,-0.3,ORDERED with align,38,4,-0.3,ORDERED with align,38,4,-0.3,ORDERED with align,38,4,-0.3,ORDERED with align,38,4,-0.3,ORDERED with align,2,1,0.6606060606060605,ORDERED with align,38,4,-0.3,ORDERED with align
23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,6,3,0.8464144551101074,ORDERED with align,23,5,0.06666666666666665,ORDERED with align
24,8,0.5706914344685242,ORDERED with align,19,3,0.9020979020979022,ORDERED with align,24,8,0.5706914344685242,ORDERED with align,17,3,-0.42857142857142866,ORDERED with align,17,3,-0.42857142857142866,ORDERED with align,24,8,0.5706914344685242,ORDERED with align,24,8,0.5706914344685242,ORDERED with align,0,0,1.0,ORDERED with align,24,8,0.5706914344685242,ORDERED with align
8,3,0.4285714285714286,ORDERED with align,8,3,0.4285714285714286,ORDERED with align,21,4,-0.523809523809524,ORDERED with align,23,4,-0.28484848484848485,ORDERED with align,15,3,0.5714285714285715,ORDERED with align,8,3,0.4285714285714286,ORDERED with align,8,3,0.4285714285714286,ORDERED with align,7,2,0.9,ORDERED with align,8,3,0.4285714285714286,ORDERED with align
20,4,0.7412587412587414,ORDERED with align,22,4,0.6318681318681317,ORDERED with align,13,4,-0.14285714285714288,ORDERED with align,1,0,1.0,ORDERED with align,22,4,0.6318681318681317,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,4,2,-0.2606060606060606,ORDERED with align,1,0,1.0,ORDERED with align
16,6,0.006593406593406593,ORDERED with align,20,8,0.4382352941176471,ORDERED with align,16,6,0.006593406593406593,ORDERED with align,20,8,0.4382352941176471,ORDERED with align,20,8,0.4382352941176471,ORDERED with align,20,8,0.4382352941176471,ORDERED with align,20,8,0.4382352941176471,ORDERED with align,2,1,0.9422084623323013,ORDERED with align,20,8,0.4382352941176471,ORDERED with align
16,4,0.04761904761904763,ORDERED with align,19,3,0.42857142857142866,ORDERED with align,13,5,-0.09999999999999999,ORDERED with align,16,4,0.04761904761904763,ORDERED with align,13,5,-0.09999999999999999,ORDERED with align,16,4,0.04761904761904763,ORDERED with align,16,4,0.04761904761904763,ORDERED with align,2,0,1.0,ORDERED with align,16,4,0.04761904761904763,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,19,6,0.21678321678321683,ORDERED with align,1,0,1.0,ORDERED with align,19,6,0.21678321678321683,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.9790209790209792,ORDERED with align,1,0,1.0,ORDERED with align
34,7,-0.2735294117647059,ORDERED with align,34,7,-0.2735294117647059,ORDERED with align,34,7,-0.2735294117647059,ORDERED with align,32,10,0.43506493506493504,ORDERED with align,34,7,-0.2735294117647059,ORDERED with align,32,10,0.43506493506493504,ORDERED with align,34,7,-0.2735294117647059,ORDERED with align,15,6,0.8530769230769231,ORDERED with align,34,7,-0.2735294117647059,ORDERED with align
30,7,0.16315789473684209,ORDERED with align,30,7,0.16315789473684209,ORDERED with align,30,7,0.16315789473684209,ORDERED with align,29,5,-0.5076923076923077,ORDERED with align,30,7,0.16315789473684209,ORDERED with align,29,5,-0.5076923076923077,ORDERED with align,30,7,0.16315789473684209,ORDERED with align,5,1,0.9955506117908787,ORDERED with align,30,7,0.16315789473684209,ORDERED with align
30,9,0.5900621118012424,ORDERED with align,32,15,0.19959677419354843,ORDERED with align,31,14,0.2681992337164751,ORDERED with align,31,14,0.2681992337164751,ORDERED with align,30,9,0.5900621118012424,ORDERED with align,31,14,0.2681992337164751,ORDERED with align,30,10,0.7526821005081875,ORDERED with align,6,1,0.9674876847290638,ORDERED with align,30,10,0.7526821005081875,ORDERED with align
31,9,-0.2260061919504644,ORDERED with align,22,9,0.45304437564499483,ORDERED with align,23,8,0.3186274509803922,ORDERED with align,24,8,0.232843137254902,ORDERED with align,31,9,-0.2260061919504644,ORDERED with align,23,8,0.3186274509803922,ORDERED with align,31,9,-0.2260061919504644,ORDERED with align,10,2,0.2657342657342658,ORDERED with align,31,9,-0.2260061919504644,ORDERED with align
29,10,0.03739130434782608,ORDERED with align,31,13,-0.6168831168831169,ORDERED with align,29,10,0.03739130434782608,ORDERED with align,29,10,0.03739130434782608,ORDERED with align,29,10,0.03739130434782608,ORDERED with align,29,10,0.03739130434782608,ORDERED with align,29,10,0.03739130434782608,ORDERED with align,5,3,0.9480519480519479,ORDERED with align,29,10,0.03739130434782608,ORDERED with align
20,5,0.46153846153846156,ORDERED with align,22,6,0.5780219780219781,ORDERED with align,20,5,0.46153846153846156,ORDERED with align,20,5,0.46153846153846156,ORDERED with align,20,5,0.46153846153846156,ORDERED with align,20,5,0.46153846153846156,ORDERED with align,20,5,0.46153846153846156,ORDERED with align,1,0,1.0,ORDERED with align,20,5,0.46153846153846156,ORDERED with align
17,8,0.5823529411764706,ORDERED with align,17,8,0.5823529411764706,ORDERED with align,17,8,0.5823529411764706,ORDERED with align,17,8,0.5823529411764706,ORDERED with align,17,8,0.5823529411764706,ORDERED with align,17,8,0.5823529411764706,ORDERED with align,17,8,0.5823529411764706,ORDERED with align,2,0,1.0,ORDERED with align,17,8,0.5823529411764706,ORDERED with align
31,9,0.019607843137254905,ORDERED with align,31,9,0.019607843137254905,ORDERED with align,31,9,0.019607843137254905,ORDERED with align,31,9,0.019607843137254905,ORDERED with align,31,9,0.019607843137254905,ORDERED with align,31,9,0.019607843137254905,ORDERED with align,31,9,0.019607843137254905,ORDERED with align,1,0,1.0,ORDERED with align,31,9,0.019607843137254905,ORDERED with align
20,3,-0.04761904761904763,ORDERED with align,20,3,0.14285714285714288,ORDERED with align,20,3,0.14285714285714288,ORDERED with align,21,7,0.25274725274725274,ORDERED with align,20,3,0.14285714285714288,ORDERED with align,20,3,0.14285714285714288,ORDERED with align,20,3,0.14285714285714288,ORDERED with align,12,7,-0.1961038961038961,ORDERED with align,20,3,0.14285714285714288,ORDERED with align
16,8,0.3758241758241759,ORDERED with align,16,7,0.3538461538461538,ORDERED with align,16,8,0.3758241758241759,ORDERED with align,21,10,0.17719298245614035,ORDERED with align,16,7,0.3538461538461538,ORDERED with align,16,8,0.3758241758241759,ORDERED with align,16,8,0.3758241758241759,ORDERED with align,3,0,1.0,ORDERED with align,16,8,0.3758241758241759,ORDERED with align
21,7,0.03846153846153846,ORDERED with align,18,6,0.16483516483516483,ORDERED with align,21,7,0.03846153846153846,ORDERED with align,10,4,0.7619047619047621,ORDERED with align,21,7,0.03846153846153846,ORDERED with align,21,7,0.03846153846153846,ORDERED with align,21,7,0.03846153846153846,ORDERED with align,0,0,1.0,ORDERED with align,21,7,0.03846153846153846,ORDERED with align
20,3,0.1666666666666667,ORDERED with align,20,3,-0.04761904761904763,ORDERED with align,20,3,0.1666666666666667,ORDERED with align,20,2,0.28571428571428575,ORDERED with align,20,3,0.1666666666666667,ORDERED with align,20,3,0.1666666666666667,ORDERED with align,20,3,0.1666666666666667,ORDERED with align,1,0,1.0,ORDERED with align,20,3,0.1666666666666667,ORDERED with align
21,11,0.2930547713156409,ORDERED with align,21,11,0.2930547713156409,ORDERED with align,21,11,0.2930547713156409,ORDERED with align,2,1,0.9953846153846154,ORDERED with align,21,11,0.2930547713156409,ORDERED with align,21,11,0.2930547713156409,ORDERED with align,21,11,0.2930547713156409,ORDERED with align,7,4,0.7842105263157895,ORDERED with align,21,11,0.2930547713156409,ORDERED with align
25,7,0.5157894736842105,ORDERED with align,20,7,0.43736263736263736,ORDERED with align,25,7,0.5157894736842105,ORDERED with align,20,8,0.3721061547148504,ORDERED with align,25,7,0.5157894736842105,ORDERED with align,25,7,0.5157894736842105,ORDERED with align,20,7,0.43736263736263736,ORDERED with align,12,6,0.007352941176470588,ORDERED with align,25,7,0.5157894736842105,ORDERED with align
24,7,0.6,ORDERED with align,22,10,0.52,ORDERED with align,24,7,0.6,ORDERED with align,24,7,0.6,ORDERED with align,24,7,0.6,ORDERED with align,24,7,0.6,ORDERED with align,22,10,0.52,ORDERED with align,5,1,0.9966120835686054,ORDERED with align,24,7,0.6,ORDERED with align
24,7,0.5264705882352941,ORDERED with align,24,6,0.538235294117647,ORDERED with align,24,7,0.5264705882352941,ORDERED with align,24,7,0.5264705882352941,ORDERED with align,24,7,0.5264705882352941,ORDERED with align,24,7,0.5264705882352941,ORDERED with align,24,7,0.5264705882352941,ORDERED with align,5,2,-0.5174825174825175,ORDERED with align,24,7,0.5264705882352941,ORDERED with align
20,5,-0.13636363636363638,ORDERED with align,24,9,0.19705882352941176,ORDERED with align,20,5,-0.13636363636363638,ORDERED with align,3,0,1.0,ORDERED with align,20,5,-0.13636363636363638,ORDERED with align,3,0,1.0,ORDERED with align,20,5,-0.13636363636363638,ORDERED with align,0,0,1.0,ORDERED with align,20,5,-0.13636363636363638,ORDERED with align
24,8,0.36785714285714277,ORDERED with align,20,6,0.45054945054945056,ORDERED with align,24,8,0.36785714285714277,ORDERED with align,27,8,0.6558823529411765,ORDERED with align,24,8,0.36785714285714277,ORDERED with align,0,0,1.0,ORDERED with align,24,8,0.36785714285714277,ORDERED with align,2,0,1.0,ORDERED with align,24,8,0.36785714285714277,ORDERED with align
21,9,0.612280701754386,ORDERED with align,21,10,0.0823529411764706,ORDERED with align,20,8,0.5714285714285714,ORDERED with align,20,8,0.5714285714285714,ORDERED with align,20,8,0.5714285714285714,ORDERED with align,1,0,1.0,ORDERED with align,21,9,0.612280701754386,ORDERED with align,0,0,1.0,ORDERED with align,21,9,0.612280701754386,ORDERED with align
19,5,0.18881118881118883,ORDERED with align,19,5,0.18881118881118883,ORDERED with align,19,5,0.18881118881118883,ORDERED with align,13,2,-0.2380952380952381,ORDERED with align,19,5,0.18881118881118883,ORDERED with align,1,1,0.945054945054945,ORDERED with align,19,5,0.18881118881118883,ORDERED with align,5,2,-0.18787878787878787,ORDERED with align,19,5,0.18881118881118883,ORDERED with align
17,3,-0.10714285714285716,ORDERED with align,17,3,-0.10714285714285716,ORDERED with align,17,3,-0.10714285714285716,ORDERED with align,17,3,0.9020979020979022,ORDERED with align,17,3,-0.10714285714285716,ORDERED with align,17,3,-0.10714285714285716,ORDERED with align,17,3,-0.10714285714285716,ORDERED with align,9,3,0.41208791208791207,ORDERED with align,17,3,-0.10714285714285716,ORDERED with align
24,11,0.2571428571428572,ORDERED with align,24,11,0.2571428571428572,ORDERED with align,24,11,0.2571428571428572,ORDERED with align,24,11,0.2571428571428572,ORDERED with align,24,11,0.2571428571428572,ORDERED with align,24,11,0.2571428571428572,ORDERED with align,24,11,0.2571428571428572,ORDERED with align,13,3,0.9052631578947368,ORDERED with align,24,11,0.2571428571428572,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,5,1,-0.4303405572755417,ORDERED with align,2,0,1.0,ORDERED with align
10,4,0.6428571428571429,ORDERED with align,10,2,0.1785714285714286,ORDERED with align,11,3,0.6666666666666669,ORDERED with align,10,2,0.1785714285714286,ORDERED with align,10,2,0.1785714285714286,ORDERED with align,23,2,-0.09999999999999999,ORDERED with align,11,3,0.6666666666666669,ORDERED with align,0,0,1.0,ORDERED with align,11,3,0.6666666666666669,ORDERED with align
18,4,-0.5515151515151515,ORDERED with align,22,12,0.5948051948051949,ORDERED with align,18,4,-0.5515151515151515,ORDERED with align,22,12,0.5948051948051949,ORDERED with align,19,4,-0.29090909090909095,ORDERED with align,20,4,-0.24848484848484845,ORDERED with align,18,4,-0.5515151515151515,ORDERED with align,3,3,0.6467532467532467,ORDERED with align,18,4,-0.5515151515151515,ORDERED with align
19,11,0.6272727272727273,ORDERED with align,22,4,0.5757575757575757,ORDERED with align,19,11,0.6272727272727273,ORDERED with align,22,5,0.7181818181818183,ORDERED with align,19,11,0.6272727272727273,ORDERED with align,22,3,0.5757575757575757,ORDERED with align,20,6,-0.12727272727272726,ORDERED with align,4,0,1.0,ORDERED with align,19,11,0.6272727272727273,ORDERED with align
10,3,0.26666666666666666,ORDERED with align,10,3,0.26666666666666666,ORDERED with align,10,3,0.26666666666666666,ORDERED with align,10,3,0.26666666666666666,ORDERED with align,10,3,0.26666666666666666,ORDERED with align,10,3,0.26666666666666666,ORDERED with align,27,3,0.6333333333333333,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,10,3,0.26666666666666666,ORDERED with align
20,5,-0.30000000000000004,ORDERED with align,22,4,0.2606060606060606,ORDERED with align,23,5,0.13939393939393938,ORDERED with align,20,4,-0.03636363636363637,ORDERED with align,23,5,0.13939393939393938,ORDERED with align,23,5,0.13939393939393938,ORDERED with align,23,5,0.13939393939393938,ORDERED with align,6,3,0.39999999999999997,ORDERED with align,20,4,-0.006060606060606061,ORDERED with align
18,3,-0.11818181818181818,ORDERED with align,17,3,0.11515151515151514,ORDERED with align,17,4,-0.22424242424242422,ORDERED with align,19,3,-0.009090909090909092,ORDERED with align,17,4,-0.22424242424242422,ORDERED with align,17,4,0.12727272727272726,ORDERED with align,17,4,-0.22424242424242422,ORDERED with align,0,0,1.0,ORDERED with align,18,3,-0.11818181818181818,ORDERED with align
34,6,0.23956043956043957,ORDERED with align,34,6,0.23956043956043957,ORDERED with align,34,6,0.23956043956043957,ORDERED with align,34,6,0.23956043956043957,ORDERED with align,34,6,0.23956043956043957,ORDERED with align,34,6,0.23956043956043957,ORDERED with align,34,6,0.23956043956043957,ORDERED with align,24,4,0.6214285714285712,ORDERED with align,34,6,0.23956043956043957,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,21,4,0.6121212121212121,ORDERED with align,1,0,1.0,ORDERED with align,21,4,0.6121212121212121,ORDERED with align,1,0,1.0,ORDERED with align,21,4,0.6121212121212121,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align
13,3,0.3696969696969697,ORDERED with align,13,3,0.3696969696969697,ORDERED with align,20,4,0.410989010989011,ORDERED with align,13,3,0.3696969696969697,ORDERED with align,20,4,0.410989010989011,ORDERED with align,13,3,0.3696969696969697,ORDERED with align,20,4,0.410989010989011,ORDERED with align,2,0,1.0,ORDERED with align,13,3,0.3696969696969697,ORDERED with align
20,13,0.7237606837606837,ORDERED with align,20,13,0.7237606837606837,ORDERED with align,20,13,0.7237606837606837,ORDERED with align,20,13,0.7237606837606837,ORDERED with align,20,13,0.7237606837606837,ORDERED with align,20,13,0.7237606837606837,ORDERED with align,20,13,0.7237606837606837,ORDERED with align,4,3,0.9377777777777777,ORDERED with align,20,13,0.7237606837606837,ORDERED with align
30,10,0.1922077922077922,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,30,10,0.1922077922077922,ORDERED with align,3,0,1.0,ORDERED with align,30,10,0.1922077922077922,ORDERED with align
22,7,0.5714285714285714,ORDERED with align,31,10,0.4591304347826086,ORDERED with align,24,8,0.6160361377752683,ORDERED with align,31,10,0.4591304347826086,ORDERED with align,31,10,0.4591304347826086,ORDERED with align,31,10,0.4591304347826086,ORDERED with align,22,7,0.5714285714285714,ORDERED with align,8,6,0.7289666854884248,ORDERED with align,22,7,0.5714285714285714,ORDERED with align
26,4,-0.48333333333333334,ORDERED with align,26,4,-0.48333333333333334,ORDERED with align,35,5,0.6666666666666667,ORDERED with align,26,4,-0.48333333333333334,ORDERED with align,26,4,-0.48333333333333334,ORDERED with align,26,4,-0.48333333333333334,ORDERED with align,26,4,-0.48333333333333334,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,26,4,-0.48333333333333334,ORDERED with align
25,4,0.6181818181818182,ORDERED with align,25,6,0.5604395604395606,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,25,6,0.5604395604395606,ORDERED with align,25,4,0.6181818181818182,ORDERED with align,25,6,0.5604395604395606,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,25,4,0.6181818181818182,ORDERED with align
23,7,-0.01547987616099071,ORDERED with align,23,7,-0.01547987616099071,ORDERED with align,19,4,0.38333333333333336,ORDERED with align,23,7,-0.01547987616099071,ORDERED with align,23,7,-0.01547987616099071,ORDERED with align,23,7,-0.01547987616099071,ORDERED with align,19,5,0.27272727272727276,ORDERED with align,4,0,1.0,ORDERED with align,23,7,-0.01547987616099071,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
14,4,0.35,ORDERED with align,14,4,0.35,ORDERED with align,20,5,-0.06666666666666667,ORDERED with align,14,4,0.48333333333333334,ORDERED with align,14,4,0.35,ORDERED with align,14,4,0.35,ORDERED with align,14,4,0.35,ORDERED with align,0,1,0.9790209790209792,ORDERED with align,20,5,-0.06666666666666667,ORDERED with align
18,5,0.05454545454545456,ORDERED with align,18,4,0.45454545454545453,ORDERED with align,1,0,1.0,ORDERED with align,18,5,0.05454545454545456,ORDERED with align,18,5,0.05454545454545456,ORDERED with align,18,5,0.05454545454545456,ORDERED with align,18,5,0.05454545454545456,ORDERED with align,1,1,0.9930069930069931,ORDERED with align,2,0,1.0,ORDERED with align
24,3,0.46363636363636374,ORDERED with align,24,3,0.46363636363636374,ORDERED with align,24,3,0.46363636363636374,ORDERED with align,24,3,0.46363636363636374,ORDERED with align,24,3,0.46363636363636374,ORDERED with align,24,3,0.46363636363636374,ORDERED with align,22,10,0.3192982456140351,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,22,10,0.3192982456140351,ORDERED with align
17,8,0.5947368421052631,ORDERED with align,17,8,0.5947368421052631,ORDERED with align,17,8,0.5947368421052631,ORDERED with align,21,3,0.2142857142857143,ORDERED with align,21,3,0.2142857142857143,ORDERED with align,21,3,0.2142857142857143,ORDERED with align,22,4,0.3272727272727273,ORDERED with align,4,2,0.9593450028232637,ORDERED with align,22,4,0.3272727272727273,ORDERED with align
15,4,0.48333333333333334,ORDERED with align,15,4,0.48333333333333334,ORDERED with align,15,4,0.48333333333333334,ORDERED with align,22,7,0.47518796992481205,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,15,4,0.48333333333333334,ORDERED with align,8,1,0.9945054945054945,ORDERED with align,15,4,0.48333333333333334,ORDERED with align
23,4,0.07878787878787878,ORDERED with align,23,5,-0.10000000000000002,ORDERED with align,23,4,0.07878787878787878,ORDERED with align,23,4,0.07878787878787878,ORDERED with align,12,3,0.6484848484848483,ORDERED with align,23,4,0.07878787878787878,ORDERED with align,23,4,0.07878787878787878,ORDERED with align,3,1,0.990909090909091,ORDERED with align,23,4,0.07878787878787878,ORDERED with align
16,5,0.19230769230769232,ORDERED with align,1,0,1.0,ORDERED with align,16,5,0.19230769230769232,ORDERED with align,19,6,0.5560439560439561,ORDERED with align,22,7,0.7362637362637363,ORDERED with align,23,6,0.4191176470588236,ORDERED with align,24,8,0.34705882352941175,ORDERED with align,0,0,1.0,ORDERED with align,16,5,0.19230769230769232,ORDERED with align
15,3,0.12727272727272726,ORDERED with align,13,4,0.19999999999999998,ORDERED with align,26,5,-0.12727272727272726,ORDERED with align,13,4,0.19999999999999998,ORDERED with align,26,5,-0.12727272727272726,ORDERED with align,15,3,0.12727272727272726,ORDERED with align,13,4,0.19999999999999998,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,26,5,-0.12727272727272726,ORDERED with align
16,5,-0.05454545454545454,ORDERED with align,24,4,0.8000000000000002,ORDERED with align,17,6,0.22377622377622378,ORDERED with align,17,6,0.22377622377622378,ORDERED with align,16,5,-0.05454545454545454,ORDERED with align,1,0,1.0,ORDERED with align,17,6,0.22377622377622378,ORDERED with align,2,0,1.0,ORDERED with align,17,6,0.22377622377622378,ORDERED with align
